ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,defensive_multiplier,defensive_bucket,defensive_notes,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
CGON,189,28.89,-0.3761,-0.0301,0.7795,-0.045160,3,0.4430,,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,mid,mid,True,92.75,60,0.3354,50.00,50.00,0,64.90,6,Cormorant Asset Management; Opaleye Management; Orbimed Advisors; RTW Investments; Tang Capital Partners,80.00,MEDIUM,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83500,0.95,0.95,0.45,0.7
CLYM,190,28.81,-0.3068,-0.0245,1.260210,0.000000,3,0.307313,,0.9700,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97,none,mid,small,True,92.75,60,1.1803,50.00,50.00,0,54.00,1,RA Capital Management,50,UNKNOWN,UNKNOWN,60.17,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,67.0,focused,0.83500,0.95,0.95,0.45,0.7
MRSN,191,28.80,-0.3154,-0.0252,3.7130,-0.000687,2,-0.1047,,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,none,late,micro,True,92.75,60,1.5039,50.00,50.00,0,50.00,0,,71.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.7
LXEO,192,28.77,-0.1723,-0.0138,0.8592,-0.304327,1,0.3715,,0.921500,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,sev1,early,small,True,23.04,60,-0.1892,50.00,50.00,0,50.00,1,Perceptive Advisors,59.00,MEDIUM,MODERATE,61.67,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.7
DRUG,193,28.60,-0.3849,-0.0308,0.749361,-0.114445,3,0.346972,,1.00,neutral,def_skip_vol_too_high,none,mid,small,True,92.75,60,0.4962,50.00,50.00,0,62.00,3,Acuta Capital Partners; Cormorant Asset Management; Perceptive Advisors,50,UNKNOWN,UNKNOWN,31.36,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.80500,0.95,0.85,0.45,0.7
KALV,194,28.28,-0.4025,-0.0322,0.6376,-0.116203,2,0.4899,,1.00,neutral,,sev1,late,small,True,50.18,60,0.0014,50.00,50.00,0,50.00,0,,74.00,HIGH,HIGH,76.90,mcap_per_trial,0.8000,50,unknown,,50,,100.0,crowded,80.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
ADMA,195,28.24,-0.4203,-0.0336,0.4754,-0.201668,2,0.5207,,1.00,neutral,,none,late,mid,True,16.69,60,-0.2338,50.00,50.00,0,48.00,2,Perceptive Advisors; Tang Capital Partners,63.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.7
OLMA,196,28.13,-0.3674,-0.0294,2.891,-0.292492,2,0.1662,,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,none,late,mid,True,92.75,60,2.1103,73.70,57.61,20.07,58.80,6,Deep Track Capital; Ghost Tree Capital; Logos Global Management,60.00,LOW,LOW,28.95,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.7
TECX,197,28.03,-0.4382,-0.0351,0.7014,-0.088073,3,0.2708,,1.00,neutral,def_skip_not_elite_vol,none,mid,small,True,19.89,60,-0.2113,50.00,50.00,0,57.60,4,Baker Bros Advisors; Sectoral Asset Management,91.00,HIGH,HIGH,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
AQST,198,28.00,-0.0899,-0.0072,0.9486,-0.491202,2,0.2351,,0.84778000,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_mult_drawdown_penalty_0.92,none,late,small,True,7.25,60,-0.6088,50.00,50.00,0,68.40,8,EcoR1 Capital; Perceptive Advisors; RTW Investments; Samsara BioCapital,64.00,MEDIUM,HIGH,79.82,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.7
IMCR,199,27.77,-0.4563,-0.0365,0.4195,-0.172324,2,0.4639,,1.0,neutral,def_mult_rsi_oversold_1.03; def_boost_gated_below_50,none,late,small,True,18.82,60,-0.2188,98.00,80.39,39.31,58.00,2,Baker Bros Advisors; RTW Investments,77.00,MEDIUM,HIGH,12.86,ev_cfo,0.8000,50,unknown,,67.2,ODD; RMAT,100.0,highly_crowded,79.0,diversified,0.87500,0.95,0.95,0.65,0.7
CDXS,200,27.66,-0.2728,-0.0218,0.7465,-0.436709,1,0.4699,,0.9200,penalty,def_mult_drawdown_penalty_0.92,sev1,early,micro,True,7.25,60,-0.6332,50.00,50.00,0,51.43,5,Opaleye Management,61.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,42.0,concentrated,0.74500,0.95,0.85,0.45,0.7
TCRX,201,27.66,-0.1889,-0.0151,1.208239,-0.422680,1,0.437645,,0.892400,penalty,def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,sev1,early,micro,True,7.25,60,-0.5271,50.00,50.00,0,54.00,1,Baker Bros Advisors,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,80.0,diversified,0.83500,0.95,0.95,0.45,0.7
SERA,202,27.63,-0.3937,-0.0315,0.804775,-0.186992,1,0.259395,,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,none,early,micro,True,17.72,60,-0.2265,50.00,50.00,0,54.00,1,Baker Bros Advisors,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,10.0,uncrowded,60.0,focused,0.83500,0.95,0.95,0.45,0.7
IMVT,203,27.47,-0.4744,-0.038,0.5723,-0.048838,2,0.5483,,1.00,neutral,,none,late,mid,True,53.82,60,0.0283,73.70,57.61,20.07,54.30,4,Baker Bros Advisors; Perceptive Advisors; Rock Springs Capital Management,61.00,MEDIUM,MODERATE,34.21,mcap_per_trial,0.8000,50.75,strong,Roche,69.8,BTD; FT,75.0,uncrowded,79.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
LBRX,204,27.42,-0.4114,-0.0329,0.805430,-0.111669,2,,,0.9700,penalty,def_corr_missing; def_mult_high_vol_0.97; def_cache_insufficient_rows_120,none,late,small,True,61.02,60,0.0918,50.00,50.00,0,62.00,3,Acuta Capital Partners; Baker Bros Advisors; RA Capital Management,50,UNKNOWN,UNKNOWN,53.51,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.82000,0.95,0.95,0.45,0.7
TARA,205,27.40,-0.4836,-0.0387,0.998637,-0.038360,2,0.427916,,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,late,small,True,92.75,60,0.4453,50.00,50.00,0,54.00,1,Baker Bros Advisors,50,UNKNOWN,UNKNOWN,71.64,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.7
ALVO,206,27.23,-0.4292,-0.0343,0.9498,-0.310458,2,0.2702,,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_warn_drawdown_gt_30pct,none,late,small,True,7.25,60,-0.3198,50.00,50.00,0,50.00,0,,65.00,LOW,LOW,20.30,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,broad_portfolio,0.74500,0.65,0.95,0.45,0.7
NGNE,207,27.20,-0.2643,-0.0211,0.823,-0.420023,2,0.4812,,0.892400,penalty,def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,none,late,small,True,7.25,60,-0.4894,50.00,50.00,0,71.00,6,Baker Bros Advisors; Casdin Capital; EcoR1 Capital; RTW Investments; Redmile Group; Rock Springs Capital Management,80.00,MEDIUM,HIGH,63.45,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,61.0,focused,0.83500,0.95,0.95,0.45,0.7
AMRX,208,27.05,-0.4928,-0.0394,0.3236,0.000000,2,0.3463,,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_50,none,late,mid,True,66.51,60,0.1223,50.00,50.00,0,50.00,0,,50.00,LOW,LOW,42.14,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
FDMT,209,27.01,-0.4472,-0.0358,0.8446,-0.261578,2,0.5317,,0.9700,penalty,def_mult_high_vol_0.97,none,late,small,True,26.51,60,-0.1648,50.00,50.00,0,50.00,1,RA Capital Management,59.00,MEDIUM,MODERATE,72.22,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.7
ZBIO,210,26.96,-0.1475,-0.0118,1.5048,-0.535094,2,0.4474,,0.84778000,penalty,def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_mult_drawdown_penalty_0.92,none,late,small,True,7.25,60,-0.3992,86.48,65.84,17.69,61.20,4,Deerfield Management; Rock Springs Capital Management; Sectoral Asset Management,69.00,LOW,MODERATE,52.92,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.7
CLLS,211,26.89,-0.4653,-0.0372,0.8122,-0.242374,1,0.2548,,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,none,early,small,True,52.44,60,0.0181,50.00,50.00,0,50.00,0,,38.00,LOW,LOW,68.33,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,63.0,focused,0.74000,0.65,0.95,0.45,0.7
CSTL,212,26.14,-0.53,-0.0424,0.5471,-0.044029,2,0.1118,,1.00,neutral,def_skip_not_elite_vol,none,late,small,True,92.75,60,0.4038,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,52.14,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
CCCC,213,25.99,-0.5394,-0.0432,0.7106,-0.279359,3,0.2214,,1.00,neutral,def_skip_not_elite_vol,none,mid,micro,True,7.25,60,-0.3736,50.00,50.00,0,59.90,4,Bain Capital Life Sciences; Orbimed Advisors; Tang Capital Partners,48.00,LOW,LOW,61.86,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,57.0,focused,0.80500,0.95,0.85,0.45,0.7
RVMD,214,25.96,-0.5489,-0.0439,0.4254,-0.214245,2,0.5877,,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,late,large,True,92.75,60,0.6528,50.00,38.43,11.43,71.90,8,Acuta Capital Partners; Baker Bros Advisors; Casdin Capital; Deerfield Management; Opaleye Management; Rock Springs Capital Management; Tang Capital Partners,65.00,LOW,LOW,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.7
TNGX,215,25.89,-0.5584,-0.0447,0.8943,-0.089162,1,0.4193,,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,sev1,early,small,True,92.75,60,0.3061,50.00,50.00,0,60.90,4,Bain Capital Life Sciences; EcoR1 Capital; RA Capital Management,71.00,HIGH,HIGH,41.67,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,60.0,focused,0.83500,0.95,0.95,0.45,0.7
ANNX,216,25.49,-0.5776,-0.0462,0.9497,-0.080460,1,0.3724,,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,sev1,early,small,True,92.75,60,0.8411,50.00,50.00,0,55.71,5,Ghost Tree Capital; Opaleye Management,57.00,LOW,MODERATE,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
PEPG,217,25.44,-0.5207,-0.0417,0.9917,-0.276848,3,0.0667,,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,none,mid,small,True,92.75,60,0.9484,50.00,50.00,0,66.00,5,EcoR1 Capital; Opaleye Management; Perceptive Advisors; RA Capital Management; RTW Investments,48.00,LOW,LOW,58.47,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83500,0.95,0.95,0.45,0.7
VTYX,218,25.42,-0.5873,-0.047,1.2298,-0.004982,3,0.3215,,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,mid,small,True,92.75,60,1.4108,50.00,50.00,0,54.00,1,Baker Bros Advisors,44.00,LOW,LOW,22.88,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.80500,0.95,0.85,0.45,0.7
NTRA,219,25.38,-0.6068,-0.0485,0.3255,-0.069261,1,0.3870,,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_50,none,early,large,True,54.66,60,0.0345,50.00,50.00,0,51.70,4,Orbimed Advisors; RTW Investments; Sofinnova Investments,54.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,20.0,uncrowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.7
DNTH,220,25.04,-0.6167,-0.0493,0.645663,-0.046437,2,0.358187,,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,late,mid,True,92.75,60,0.5160,50.00,50.00,0,62.00,3,Acuta Capital Partners; Baker Bros Advisors; RA Capital Management,50,UNKNOWN,UNKNOWN,12.57,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.80500,0.95,0.85,0.45,0.7
ILMN,221,24.91,-0.6266,-0.0501,0.6123,-0.012082,1,0.2979,,1.0,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,early,large,True,61.55,60,0.0856,50.00,50.00,0,50.00,5,Casdin Capital; Sectoral Asset Management,60.00,LOW,LOW,43.57,ev_cfo,0.8000,50,unknown,,50,,20.0,uncrowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.7
LYEL,222,24.81,-0.502,-0.0402,0.9083,-0.369689,2,0.3940,,0.921500,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,none,late,small,True,92.75,60,0.3210,50.00,50.00,0,50.00,0,,44.00,LOW,LOW,58.77,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,71.0,focused,0.83500,0.95,0.95,0.45,0.7
FULC,223,24.66,-0.6365,-0.0509,1.1313,-0.264384,2,0.2008,,0.999100,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_rsi_oversold_1.03,none,late,small,True,56.05,60,0.0448,50.00,50.00,0,57.00,2,Acuta Capital Partners; RA Capital Management,68.00,LOW,LOW,58.19,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83000,0.95,0.95,0.45,0.7
AUTL,224,24.64,-0.597,-0.0478,0.8814,-0.297500,3,0.3869,,0.9700,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97,sev1,mid,small,True,7.25,60,-0.4645,50.00,50.00,0,48.57,4,Deep Track Capital,64.00,LOW,LOW,75.42,mcap_per_trial,0.8000,28.15,moderate,Carisma Therapeutics,50,,100.0,highly_crowded,80.0,diversified,0.83500,0.95,0.95,0.45,0.7
NUVB,225,24.64,-0.3499,-0.028,1.2485,-0.411950,2,0.3108,,0.84778000,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_mult_drawdown_penalty_0.92,none,late,small,True,69.60,60,0.1452,50.00,50.00,0,54.00,1,Palo Alto Investors,82.00,MEDIUM,MODERATE,50.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83000,0.95,0.95,0.45,0.7
ELDN,226,24.62,-0.5113,-0.0409,1.601567,-0.495413,3,0.213342,,0.93702000,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_mult_drawdown_penalty_0.92,sev1,mid,micro,True,7.25,60,-0.4504,50.00,50.00,0,54.00,1,RA Capital Management,50,UNKNOWN,UNKNOWN,83.90,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,71.0,diversified,0.83500,0.95,0.95,0.45,0.7
AVBP,227,24.54,-0.6466,-0.0517,0.6474,-0.082937,2,0.6390,,1.00,neutral,,none,late,small,True,46.90,60,-0.0230,50.00,50.00,0,53.00,2,Orbimed Advisors; Sofinnova Investments,80.00,MEDIUM,HIGH,37.72,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83000,0.95,0.95,0.45,0.7
MNMD,228,24.11,-0.6567,-0.0525,0.6415,0.000000,2,0.3220,,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,late,small,True,74.72,60,0.1735,50.00,50.00,0,50.00,0,,52.00,MEDIUM,MODERATE,37.13,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.7
PYXS,229,24.03,-0.568,-0.0454,1.6279,-0.715356,1,0.2622,,0.93702000,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_mult_drawdown_penalty_0.92,sev1,early,micro,True,7.25,60,-0.3429,50.00,50.00,0,61.00,3,Palo Alto Investors; Perceptive Advisors; Tang Capital Partners,68.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,45.0,concentrated,0.80500,0.95,0.85,0.45,0.7
OCS,230,23.94,-0.6668,-0.0533,0.455946,0.000000,2,0.135449,,1.0,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,late,small,True,80.71,60,0.2155,70.00,59.07,33.55,54.00,1,Acuta Capital Partners,50,UNKNOWN,UNKNOWN,12.86,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.7
NKTX,231,23.56,-0.6874,-0.055,0.471871,0.000000,3,0.530537,,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,mid,micro,True,52.93,60,0.0217,50.00,50.00,0,54.00,1,RA Capital Management,50,UNKNOWN,UNKNOWN,73.73,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,70.0,focused,0.83000,0.95,0.95,0.45,0.7
PGEN,232,23.49,-0.6977,-0.0558,0.8424,-0.034694,2,0.3464,,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,sev1,late,small,True,92.75,60,0.3112,50.00,50.00,0,50.00,0,,59.00,MEDIUM,MODERATE,34.80,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,70.0,focused,0.83500,0.95,0.95,0.45,0.7
VKTX,233,23.49,-0.7082,-0.0567,0.611615,-0.230015,2,0.452809,,1.00,neutral,,sev1,late,mid,True,7.25,60,-0.3819,50.00,50.00,0,65.20,6,Baker Bros Advisors; Deerfield Management; Perceptive Advisors; Tang Capital Partners,50,UNKNOWN,UNKNOWN,26.61,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.7
IKT,234,23.43,-0.7187,-0.0575,0.759065,-0.175610,2,0.251769,,1.00,neutral,def_skip_not_elite_vol,none,late,micro,True,26.72,60,-0.1634,50.00,50.00,0,54.00,1,Perceptive Advisors,50,UNKNOWN,UNKNOWN,71.05,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,71.0,focused,0.80500,0.95,0.85,0.45,0.7
ATAI,235,23.41,-0.7293,-0.0583,0.5965,-0.332192,3,0.2051,,1.00,neutral,def_skip_not_elite_vol; def_warn_drawdown_gt_30pct,none,mid,small,True,7.25,60,-0.3984,88.80,77.57,51.37,50.00,0,,50.00,LOW,LOW,16.10,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.84500,0.95,0.85,0.65,0.7
OBIO,236,23.22,-0.74,-0.0592,0.7566,-0.259813,1,0.3732,,1.00,neutral,def_skip_vol_too_high,none,early,micro,True,35.63,60,-0.1064,50.00,50.00,0,52.00,2,Perceptive Advisors; RTW Investments,53.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,53.0,focused,0.74000,0.95,0.85,0.45,0.7
INBX,237,23.02,-0.7508,-0.0601,0.7023,-0.219228,3,0.1325,,1.00,neutral,def_skip_not_elite_vol,sev1,mid,small,True,92.75,60,0.4362,50.00,50.00,0,61.00,3,Acuta Capital Partners; Perceptive Advisors; Sofinnova Investments,55.00,MEDIUM,MODERATE,43.22,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.7
ENGN,238,22.81,-0.7617,-0.0609,1.120181,-0.087099,3,0.337308,,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,mid,small,True,92.75,60,0.7154,50.00,50.00,0,58.00,2,Cormorant Asset Management; Perceptive Advisors,50,UNKNOWN,UNKNOWN,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
LGND,239,22.71,-0.7726,-0.0618,0.2960,-0.075852,2,0.3493,,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_50,none,late,mid,True,31.11,60,-0.1399,50.00,50.00,0,50.00,0,,55.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,90.0,moderate,84.0,diversified,0.83000,0.95,0.95,0.45,0.7
ARTV,240,22.64,-0.7837,-0.0627,1.769247,-0.230159,3,0.138990,,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,sev1,mid,micro,True,67.26,60,0.1278,50.00,50.00,0,55.71,3,RA Capital Management,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83000,0.95,0.95,0.45,0.7
SRRK,241,22.28,-0.7948,-0.0636,0.7098,-0.080193,2,0.4457,,1.00,neutral,,sev1,late,mid,True,68.65,60,0.1382,50.00,50.00,0,50.00,0,,84.00,MEDIUM,HIGH,14.33,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,82.0,diversified,0.83000,0.95,0.95,0.45,0.7
BDTX,242,22.00,-0.6771,-0.0542,0.7908,-0.469199,3,0.3557,,0.9200,penalty,def_skip_vol_too_high; def_mult_drawdown_penalty_0.92,none,mid,micro,True,7.25,60,-0.3738,50.00,50.00,0,50.00,0,,75.00,LOW,LOW,90.00,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,46.0,concentrated,0.80500,0.95,0.85,0.45,0.7
STOK,243,21.83,-0.8174,-0.0654,0.7422,-0.162124,2,0.4466,,1.00,neutral,,none,late,small,True,64.57,60,0.1079,50.00,50.00,0,67.80,8,Baker Bros Advisors; Opaleye Management; Palo Alto Investors; RTW Investments; Redmile Group; Tang Capital Partners,80.00,MEDIUM,HIGH,66.43,ev_cfo,0.8000,50,unknown,,50,,10.0,uncrowded,68.0,focused,0.80000,0.95,0.85,0.45,0.7
PSNL,244,21.31,-0.8289,-0.0663,1.0777,-0.091884,1,0.4216,,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,early,small,True,88.04,60,0.2669,50.00,50.00,0,50.00,0,,62.00,LOW,MODERATE,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
KRYS,245,21.27,-0.8405,-0.0672,0.3475,-0.052855,1,0.5000,,1.00,neutral,def_corr_placeholder_0.50,none,early,mid,True,90.53,60,0.2844,80.00,68.61,42.04,65.50,7,Acuta Capital Partners; Orbimed Advisors; Perceptive Advisors; Redmile Group,75.00,MEDIUM,MODERATE,12.86,ev_cfo,0.8000,50,unknown,,69.0,ODD; BTD,25.0,uncrowded,35.0,single_asset,0.84500,0.95,0.85,0.65,0.7
APGE,246,21.21,-0.8521,-0.0682,0.4778,-0.132961,3,0.5939,,1.00,neutral,,none,mid,mid,True,80.75,60,0.2158,50.00,50.00,0,58.00,5,Opaleye Management; Perceptive Advisors; RTW Investments; Sofinnova Investments; Tang Capital Partners,75.00,MEDIUM,HIGH,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.7
NTLA,247,21.21,-0.8639,-0.0691,1.2984,-0.110692,1,0.3471,,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,sev1,early,small,True,51.59,60,0.0117,50.00,50.00,0,55.71,5,Baker Bros Advisors,94.00,HIGH,EXTREME,50,neutral,0.2,48.08,exceptional,Regeneron,50,,100.0,highly_crowded,35.0,single_asset,0.74000,0.95,0.85,0.45,0.7
ZVRA,248,21.00,-0.8759,-0.0701,0.4964,-0.125367,2,0.2530,,1.00,neutral,def_skip_not_elite_vol,none,late,small,True,7.25,60,-0.3747,50.00,50.00,0,50.00,0,,77.00,LOW,MODERATE,49.42,mcap_per_trial,0.8000,50,unknown,,50,,60.0,uncrowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.7
OPCH,249,20.41,-0.8879,-0.071,0.3048,-0.048368,1,0.1565,,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_50,none,early,mid,True,51.50,60,0.0111,50.00,50.00,0,50.00,0,,60.00,LOW,LOW,47.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.7
NUVL,250,20.20,-0.9001,-0.072,0.5143,-0.085945,2,0.6290,,1.00,neutral,,none,late,mid,True,40.72,60,-0.0688,73.70,57.61,20.07,62.70,6,Baker Bros Advisors; Deerfield Management; Perceptive Advisors; RA Capital Management; Tang Capital Partners,67.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.83000,0.95,0.95,0.45,0.7
