ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,defensive_multiplier,defensive_bucket,defensive_notes,rank_driver,fundamental_red_flag,fundamental_red_flag_reasons,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
SERA,176,31.86,-0.1723,-0.0138,0.804775,-0.186992,1,0.259395,1.152137,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,alpha,False,,none,early,micro,True,32.78,60,-0.2265,50.00,50.00,0,61.00,1,Baker Bros Advisors,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,10.0,uncrowded,60.0,focused,0.83500,0.95,0.95,0.45,0.32
FLGT,177,31.54,-0.239,-0.0191,0.457406,-0.129287,1,0.2088,0.183545,1.00,neutral,def_skip_not_elite_vol,suppressed,True,single_asset_early_stage,none,early,small,True,46.01,60,-0.0554,50.00,50.00,0,50.00,0,,67.00,LOW,LOW,87.62,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.40
SGMO,178,31.39,-0.2559,-0.0205,0.798539,-0.396833,3,0.3514,-0.192966,1.00,neutral,def_skip_vol_too_high; def_warn_drawdown_gt_30pct,alpha,False,,sev1,mid,micro,True,14.81,60,-0.5166,50.00,50.00,0,50.00,0,,38.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,84.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.63
GOSS,179,31.19,-0.2223,-0.0178,0.775226,-0.323219,2,-0.057575,0.147908,0.978500,penalty,def_skip_not_elite_vol; def_mult_momentum_penalty_0.95; def_mult_rsi_oversold_1.03; def_warn_drawdown_gt_30pct,alpha,False,,sev1,late,small,True,42.97,60,-0.0976,50.00,50.00,0,80.00,4,Opaleye Management; Palo Alto Investors; Perceptive Advisors; Rock Springs Capital Management,69.00,LOW,MODERATE,59.36,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83000,0.95,0.95,0.45,0.90
TGTX,180,31.11,-0.2728,-0.0218,0.400634,-0.124497,1,0.5721,0.273950,1.00,neutral,,alpha,False,,none,early,mid,True,31.86,60,-0.2387,50.00,50.00,0,58.00,1,Opaleye Management,79.00,MEDIUM,HIGH,28.22,ev_revenue,0.8000,35.75,strong,Janssen,73.0,FT; ODD; BTD,100.0,highly_crowded,42.0,concentrated,0.80500,0.95,0.85,0.45,0.40
AMRX,181,30.89,-0.2983,-0.0239,0.321575,0.000000,2,0.3463,0.434988,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,58.81,60,0.1223,50.00,50.00,0,50.00,0,,50.00,LOW,LOW,42.14,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.78
AURA,182,30.63,-0.3154,-0.0252,0.531381,-0.181818,2,0.6194,0.652580,1.00,neutral,,alpha,False,,none,late,small,True,23.46,60,-0.3535,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,88.60,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.70
MCRB,183,30.62,-0.0736,-0.0059,1.151612,-0.471027,2,0.0914,0.830568,0.892400,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,late,micro,True,33.53,60,-0.2167,50.00,50.00,0,50.00,0,,67.00,MEDIUM,MODERATE,80.71,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.77
KMDA,184,30.56,-0.324,-0.0259,0.395482,-0.027283,2,0.2202,-0.188650,1.0,neutral,def_mult_elite_1.40; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,49.80,60,-0.0028,50.00,50.00,0,50.00,0,,41.00,LOW,LOW,81.58,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,82.0,diversified,0.74000,0.65,0.95,0.45,0.73
ORKA,185,30.30,-0.3326,-0.0266,0.641949,-0.028567,3,0.5496,-0.243853,1.00,neutral,,alpha,False,,none,mid,small,True,81.57,60,0.4408,50.00,50.00,0,80.00,4,Cormorant Asset Management; Palo Alto Investors; Perceptive Advisors; RTW Investments,68.00,MEDIUM,HIGH,19.49,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.60
LXEO,186,30.16,-0.1806,-0.0144,0.887899,-0.304327,1,0.3715,0.265546,0.921500,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,alpha,False,,sev1,early,small,True,35.62,60,-0.1892,50.00,50.00,0,57.00,1,Perceptive Advisors,59.00,MEDIUM,MODERATE,61.67,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.50
SABS,187,30.13,-0.3499,-0.028,0.633500,0.000000,2,0.279927,0.601436,1.0,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,micro,True,67.05,60,0.2244,50.00,50.00,0,50.00,0,,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,80.0,diversified,0.83500,0.95,0.95,0.45,0.68
OLMA,188,30.07,-0.2813,-0.0225,1.914465,-0.292492,2,0.1662,0.275144,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,alpha,False,,none,late,mid,True,96.55,60,2.1103,80.00,66.09,33.64,80.00,6,Deep Track Capital; Ghost Tree Capital; Logos Global Management,60.00,LOW,LOW,28.95,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.87500,0.95,0.95,0.65,0.70
KYTX,189,29.98,-0.2898,-0.0232,1.337823,-0.188540,3,0.4745,1.345759,0.9700,penalty,def_mult_high_vol_0.97,alpha,False,,sev1,mid,small,True,79.41,60,0.4010,80.00,71.15,50.51,60.00,1,Bain Capital Life Sciences,56.00,LOW,LOW,53.39,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,70.0,focused,0.87500,0.95,0.95,0.65,0.53
TECX,190,29.92,-0.3674,-0.0294,0.687529,-0.088073,3,0.2708,0.705408,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,mid,small,True,33.94,60,-0.2113,50.00,50.00,0,75.80,4,Baker Bros Advisors; Sectoral Asset Management,91.00,HIGH,HIGH,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.53
PCRX,191,29.81,-0.2643,-0.0211,0.486108,-0.252624,2,0.1845,0.248540,0.9500,penalty,def_skip_not_elite_vol; def_mult_momentum_penalty_0.95,alpha,False,,none,late,small,True,20.87,60,-0.3959,50.00,50.00,0,50.00,4,,78.00,MEDIUM,HIGH,86.43,ev_cfo,0.8000,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.80500,0.95,0.85,0.45,0.84
IMVT,192,29.70,-0.3849,-0.0308,0.412994,-0.048838,2,0.5483,-0.022675,1.00,neutral,,alpha,False,,none,late,mid,True,52.04,60,0.0283,80.00,66.09,33.64,77.40,4,Baker Bros Advisors; Perceptive Advisors; Rock Springs Capital Management,61.00,MEDIUM,MODERATE,34.21,mcap_per_trial,0.8000,50.75,strong,Roche,67.0,FT; BTD,75.0,uncrowded,79.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.77
ADMA,193,29.57,-0.3937,-0.0315,0.478129,-0.201668,2,0.5207,0.039459,1.00,neutral,,alpha,False,,none,late,mid,True,32.23,60,-0.2338,50.00,50.00,0,62.00,2,Perceptive Advisors; Tang Capital Partners,63.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.95
IMCR,194,29.36,-0.4025,-0.0322,0.412811,-0.172324,2,0.4639,0.237703,1.0,neutral,def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,33.37,60,-0.2188,98.67,80.93,39.54,72.00,2,Baker Bros Advisors; RTW Investments,77.00,MEDIUM,HIGH,12.86,ev_cfo,0.8000,50,unknown,,68.0,RMAT; ODD,100.0,highly_crowded,79.0,diversified,0.87500,0.95,0.95,0.65,0.70
ATXS,195,29.35,-0.4114,-0.0329,0.186292,-0.046970,2,0.2697,-0.135617,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,52.30,60,0.0319,50.00,50.00,0,70.00,2,Perceptive Advisors; Tang Capital Partners,54.00,LOW,LOW,51.17,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,76.0,diversified,0.83000,0.95,0.95,0.45,0.77
CLYM,196,29.31,-0.3413,-0.0273,1.260210,0.000000,3,0.307313,1.494431,0.9700,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97,alpha,False,,none,mid,small,True,96.55,60,1.1803,50.00,50.00,0,61.00,1,RA Capital Management,50,UNKNOWN,UNKNOWN,60.17,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,67.0,focused,0.83500,0.95,0.95,0.45,0.60
DRUG,197,29.29,-0.4292,-0.0343,0.749361,-0.114445,3,0.346972,1.292693,1.00,neutral,def_skip_vol_too_high,alpha,False,,none,mid,small,True,84.27,60,0.4962,50.00,50.00,0,80.00,3,Acuta Capital Partners; Cormorant Asset Management; Perceptive Advisors,50,UNKNOWN,UNKNOWN,31.36,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.80500,0.95,0.85,0.45,0.50
MRSN,198,28.89,-0.3761,-0.0301,2.378451,-0.000687,2,-0.1047,0.144258,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,alpha,False,,none,late,micro,True,96.55,60,1.5039,50.00,50.00,0,50.00,0,,71.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.70
CGON,199,28.85,-0.4472,-0.0358,0.724539,-0.045160,3,0.4430,-0.276692,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,mid,True,75.34,60,0.3354,50.00,50.00,0,80.00,6,Cormorant Asset Management; Opaleye Management; Orbimed Advisors; RTW Investments; Tang Capital Partners,80.00,MEDIUM,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83500,0.95,0.95,0.45,0.53
AQST,200,28.53,-0.1146,-0.0092,1.115450,-0.491202,2,0.2351,0.794974,0.84778000,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,late,small,True,11.06,60,-0.6088,50.00,50.00,0,80.00,8,EcoR1 Capital; Perceptive Advisors; RTW Investments; Samsara BioCapital,64.00,MEDIUM,HIGH,79.82,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.67
ALVO,201,28.44,-0.4203,-0.0336,1.063821,-0.310458,2,0.2702,0.420753,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_warn_drawdown_gt_30pct,alpha,False,,none,late,small,True,25.74,60,-0.3198,50.00,50.00,0,50.00,0,,65.00,LOW,LOW,20.30,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,broad_portfolio,0.74500,0.65,0.95,0.45,0.77
TSHA,202,28.44,-0.3586,-0.0287,0.779644,-0.194585,2,0.4290,2.351699,0.9500,penalty,def_mult_momentum_penalty_0.95,alpha,False,,none,late,small,True,44.19,60,-0.0807,50.00,50.00,0,80.00,8,Acuta Capital Partners; Ally Bridge Group; Baker Bros Advisors; Deerfield Management; Palo Alto Investors; RA Capital Management; RTW Investments; Tang Capital Partners,77.00,MEDIUM,HIGH,24.27,mcap_per_trial,0.8000,50,unknown,,50,,50.0,uncrowded,68.0,focused,0.80000,0.95,0.85,0.45,0.80
ZBIO,203,28.37,-0.1228,-0.0098,1.828954,-0.535094,2,0.4474,2.336113,0.84778000,penalty,def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,late,small,True,20.69,60,-0.3992,86.72,66.04,17.79,80.00,4,Deerfield Management; Rock Springs Capital Management; Sectoral Asset Management,69.00,LOW,MODERATE,52.92,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.70
TCRX,204,28.20,-0.2306,-0.0184,1.208239,-0.422680,1,0.437645,2.323019,0.892400,penalty,def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,sev1,early,micro,True,14.35,60,-0.5271,50.00,50.00,0,61.00,1,Baker Bros Advisors,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,80.0,diversified,0.83500,0.95,0.95,0.45,0.40
KALV,205,28.17,-0.4744,-0.038,0.699749,-0.116203,2,0.4899,0.658422,1.00,neutral,,alpha,False,,sev1,late,small,True,50.10,60,0.0014,50.00,50.00,0,50.00,0,,74.00,HIGH,HIGH,76.90,mcap_per_trial,0.8000,50,unknown,,50,,100.0,crowded,80.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.75
NGNE,206,28.02,-0.2474,-0.0198,0.842307,-0.420023,2,0.4812,1.540099,0.892400,penalty,def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,late,small,True,16.04,60,-0.4894,50.00,50.00,0,80.00,6,Baker Bros Advisors; Casdin Capital; EcoR1 Capital; RTW Investments; Redmile Group; Rock Springs Capital Management,80.00,MEDIUM,HIGH,63.45,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,61.0,focused,0.83500,0.95,0.95,0.45,0.80
FDMT,207,27.93,-0.4563,-0.0365,0.880840,-0.261578,2,0.5317,-0.030931,0.9700,penalty,def_mult_high_vol_0.97,alpha,False,,none,late,small,True,37.47,60,-0.1648,50.00,50.00,0,57.00,1,RA Capital Management,59.00,MEDIUM,MODERATE,72.22,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.78
OBIO,208,27.93,-0.4928,-0.0394,0.717732,-0.259813,1,0.3732,0.493109,1.00,neutral,def_skip_vol_too_high,alpha,False,,none,early,micro,True,42.34,60,-0.1064,50.00,50.00,0,66.00,2,Perceptive Advisors; RTW Investments,53.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,53.0,focused,0.74000,0.95,0.85,0.45,0.30
LBRX,209,27.90,-0.4653,-0.0372,0.805430,-0.111669,2,,0.634973,0.9700,penalty,def_corr_missing; def_mult_high_vol_0.97; def_cache_insufficient_rows_120,alpha,False,,none,late,small,True,55.88,60,0.0918,50.00,50.00,0,80.00,3,Acuta Capital Partners; Baker Bros Advisors; RA Capital Management,50,UNKNOWN,UNKNOWN,53.51,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.82000,0.95,0.95,0.45,0.67
CCCC,210,27.78,-0.502,-0.0402,0.714177,-0.279359,3,0.2214,0.312118,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,mid,micro,True,22.20,60,-0.3736,50.00,50.00,0,80.00,4,Bain Capital Life Sciences; Orbimed Advisors; Tang Capital Partners,48.00,LOW,LOW,61.86,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,57.0,focused,0.80500,0.95,0.85,0.45,0.53
OCS,211,27.56,-0.5113,-0.0409,0.455946,0.000000,2,0.135449,0.216118,1.0,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,66.38,60,0.2155,70.00,59.13,33.75,61.00,1,Acuta Capital Partners,50,UNKNOWN,UNKNOWN,12.86,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.78
MNMD,212,27.55,-0.5207,-0.0417,0.661500,0.000000,2,0.3220,0.859598,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,63.18,60,0.1735,50.00,50.00,0,50.00,0,,52.00,MEDIUM,MODERATE,37.13,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.67
CDXS,213,27.50,-0.3068,-0.0245,0.801747,-0.436709,1,0.4699,0.641077,0.892400,penalty,def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,sev1,early,micro,True,10.17,60,-0.6332,50.00,50.00,0,61.43,5,Opaleye Management,61.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,42.0,concentrated,0.74500,0.95,0.85,0.45,0.40
TARA,214,27.32,-0.5394,-0.0432,0.998637,-0.038360,2,0.427916,1.808895,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,suppressed,True,cash_runway_lt_6m; survivability_critical,none,late,small,True,81.81,60,0.4453,50.00,50.00,0,61.00,1,Baker Bros Advisors,50,UNKNOWN,UNKNOWN,71.64,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.65
CLLS,215,27.14,-0.4836,-0.0387,0.829402,-0.242374,1,0.2548,0.158474,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,alpha,False,,none,early,small,True,51.30,60,0.0181,50.00,50.00,0,50.00,0,,38.00,LOW,LOW,68.33,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,63.0,focused,0.74000,0.65,0.95,0.45,0.40
ANNX,216,26.80,-0.568,-0.0454,0.868804,-0.080460,1,0.3724,0.072703,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,sev1,early,small,True,96.31,60,0.8411,50.00,50.00,0,75.71,5,Ghost Tree Capital; Opaleye Management,57.00,LOW,MODERATE,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.47
RVMD,217,26.14,-0.5873,-0.047,0.735838,-0.214245,2,0.5877,0.809590,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,90.53,60,0.6528,50.00,38.45,11.50,80.00,8,Acuta Capital Partners; Baker Bros Advisors; Casdin Capital; Deerfield Management; Opaleye Management; Rock Springs Capital Management; Tang Capital Partners,65.00,LOW,LOW,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.70
PEPG,218,26.10,-0.5584,-0.0447,0.974038,-0.276848,3,0.0667,0.475882,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,alpha,False,,none,mid,small,True,96.55,60,0.9484,50.00,50.00,0,80.00,5,EcoR1 Capital; Opaleye Management; Perceptive Advisors; RA Capital Management; RTW Investments,48.00,LOW,LOW,58.47,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83500,0.95,0.95,0.45,0.53
TNGX,219,25.84,-0.6068,-0.0485,0.857703,-0.089162,1,0.4193,1.742399,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,alpha,False,,sev1,early,small,True,73.26,60,0.3061,50.00,50.00,0,80.00,4,Bain Capital Life Sciences; EcoR1 Capital; RA Capital Management,71.00,HIGH,HIGH,41.67,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,60.0,focused,0.83500,0.95,0.95,0.45,0.40
VTYX,220,25.84,-0.6167,-0.0493,1.072214,-0.004982,3,0.3215,0.701168,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,96.55,60,1.4108,50.00,50.00,0,61.00,1,Baker Bros Advisors,44.00,LOW,LOW,22.88,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.80500,0.95,0.85,0.45,0.53
ILMN,221,25.70,-0.6266,-0.0501,0.559841,-0.012082,1,0.2979,0.665655,1.0,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,none,early,large,True,56.16,60,0.0856,50.00,50.00,0,70.00,5,Casdin Capital; Sectoral Asset Management,60.00,LOW,LOW,43.57,ev_cfo,0.8000,50,unknown,,50,,20.0,uncrowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.40
PYXS,222,25.61,-0.53,-0.0424,1.885448,-0.715356,1,0.2622,0.283886,0.93702000,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_mult_drawdown_penalty_0.92,alpha,False,,sev1,early,micro,True,24.15,60,-0.3429,50.00,50.00,0,80.00,3,Palo Alto Investors; Perceptive Advisors; Tang Capital Partners,68.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,45.0,concentrated,0.80500,0.95,0.85,0.45,0.40
APGE,223,25.58,-0.6365,-0.0509,0.483633,-0.132961,3,0.5939,-0.467191,1.00,neutral,,alpha,False,,none,mid,mid,True,66.40,60,0.2158,50.00,50.00,0,80.00,5,Opaleye Management; Perceptive Advisors; RTW Investments; Sofinnova Investments; Tang Capital Partners,75.00,MEDIUM,HIGH,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.63
CSTL,224,25.57,-0.6466,-0.0517,0.519630,-0.044029,2,0.1118,-0.359528,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,79.57,60,0.4038,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,52.14,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.70
AUTL,225,25.54,-0.5776,-0.0462,0.872619,-0.297500,3,0.3869,0.129971,0.9700,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97,alpha,False,,sev1,mid,small,True,17.23,60,-0.4645,50.00,50.00,0,58.57,4,Deep Track Capital,64.00,LOW,LOW,75.42,mcap_per_trial,0.8000,28.15,moderate,Carisma Therapeutics,50,,100.0,highly_crowded,80.0,diversified,0.83500,0.95,0.95,0.45,0.53
ELDN,226,25.54,-0.5489,-0.0439,1.601567,-0.495413,3,0.213342,1.249371,0.93702000,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_mult_drawdown_penalty_0.92,alpha,False,,sev1,mid,micro,True,17.93,60,-0.4504,50.00,50.00,0,61.00,1,RA Capital Management,50,UNKNOWN,UNKNOWN,83.90,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,71.0,diversified,0.83500,0.95,0.95,0.45,0.58
DNTH,227,25.38,-0.6567,-0.0525,0.645663,-0.046437,2,0.358187,1.286743,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,85.17,60,0.5160,50.00,50.00,0,80.00,3,Acuta Capital Partners; Baker Bros Advisors; RA Capital Management,50,UNKNOWN,UNKNOWN,12.57,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.80500,0.95,0.85,0.45,0.67
AVBP,228,25.15,-0.6668,-0.0533,0.634826,-0.082937,2,0.6390,1.584215,1.00,neutral,,alpha,False,,none,late,small,True,48.35,60,-0.0230,50.00,50.00,0,67.00,2,Orbimed Advisors; Sofinnova Investments,80.00,MEDIUM,HIGH,37.72,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83000,0.95,0.95,0.45,0.67
FULC,229,25.08,-0.6771,-0.0542,1.114188,-0.264384,2,0.2008,0.756188,0.999100,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_rsi_oversold_1.03,alpha,False,,none,late,small,True,53.23,60,0.0448,50.00,50.00,0,71.00,2,Acuta Capital Partners; RA Capital Management,68.00,LOW,LOW,58.19,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83000,0.95,0.95,0.45,0.70
VKTX,230,24.85,-0.6977,-0.0558,0.611615,-0.230015,2,0.452809,1.647090,1.00,neutral,,alpha,False,,sev1,late,mid,True,21.70,60,-0.3819,50.00,50.00,0,80.00,6,Baker Bros Advisors; Deerfield Management; Perceptive Advisors; Tang Capital Partners,50,UNKNOWN,UNKNOWN,26.61,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.75
ATAI,231,24.70,-0.7082,-0.0567,0.614481,-0.332192,3,0.2051,0.798015,1.00,neutral,def_skip_not_elite_vol; def_warn_drawdown_gt_30pct,alpha,False,,none,mid,small,True,20.73,60,-0.3984,89.71,78.30,51.66,50.00,0,,50.00,LOW,LOW,16.10,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.84500,0.95,0.85,0.65,0.50
NUVB,232,24.54,-0.4382,-0.0351,1.111420,-0.411950,2,0.3108,1.261592,0.84778000,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,late,small,True,60.45,60,0.1452,50.00,50.00,0,61.00,1,Palo Alto Investors,82.00,MEDIUM,MODERATE,50.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83000,0.95,0.95,0.45,0.70
IKT,233,24.41,-0.7293,-0.0583,0.759065,-0.175610,2,0.251769,0.387121,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,micro,True,37.58,60,-0.1634,50.00,50.00,0,61.00,1,Perceptive Advisors,50,UNKNOWN,UNKNOWN,71.05,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,71.0,focused,0.80500,0.95,0.85,0.45,0.72
PSNL,234,24.24,-0.74,-0.0592,1.041549,-0.091884,1,0.4216,-0.359247,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,none,early,small,True,70.29,60,0.2669,50.00,50.00,0,50.00,0,,62.00,LOW,MODERATE,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.30
